Ankray,Orday,Artpay ofay eechspay,Equencyfray,Ispersionday
2390,equallyay,ray,14389,0.94
2391,aryvay,vay,14954,0.90
2392,ireay,nay,14310,0.95
2393,oundray,nay,14539,0.93
2394,istributionday,nay,15249,0.89
2395,ansportationtray,nay,14516,0.93
2396,olyhay,jay,14090,0.96
2397,ingray,vay,14757,0.91
2398,intay,nay,14610,0.92
2399,ommandcay,nay,14022,0.96
2400,ommissioncay,nay,14371,0.94
2401,interpretationay,nay,15613,0.86
2402,eakfastbray,nay,14397,0.93
2403,opstay,nay,14117,0.95
2404,onglystray,ray,14459,0.93
2405,engineeringay,nay,14853,0.90
2406,ucklay,nay,14186,0.95
2407,osay-alledcay,jay,14065,0.96
2408,onstantcay,jay,14069,0.95
2409,aceray,vay,14233,0.94
2410,inicclay,nay,14016,0.96
2411,eteranvay,nay,14366,0.93
2412,ellsmay,vay,15214,0.88
2413,ablespoontay,nay,15804,0.85
2414,apablecay,jay,13933,0.96
2415,ervousnay,jay,14100,0.95
2416,ouristtay,nay,13895,0.96
2417,ightlay,vay,14720,0.91
2418,osstay,vay,14565,0.92
2419,ucialcray,jay,14234,0.94
2420,urybay,vay,14030,0.95
2421,aypray,vay,14006,0.95
2422,omatotay,nay,14864,0.89
2423,exceptionay,nay,14136,0.94
2424,utterbay,nay,14780,0.90
2425,eficitday,nay,15008,0.88
2426,athroombay,nay,14725,0.90
2427,objectiveay,nay,15107,0.88
2428,ockblay,vay,13688,0.97
2429,electronicay,jay,14057,0.94
2430,allyay,nay,14025,0.94
2431,ourneyjay,nay,13599,0.97
2432,eputationray,nay,13681,0.96
2433,ixturemay,nay,14856,0.89
2434,urelysay,ray,13904,0.95
2435,owertay,nay,13948,0.95
2436,okesmay,nay,14327,0.92
2437,onfrontcay,vay,13757,0.96
2438,urepay,jay,13671,0.96
2439,anceglay,vay,16008,0.82
2440,imensionday,nay,14965,0.88
2441,oytay,nay,13935,0.94
2442,isonerpray,nay,13928,0.94
2443,ellowfay,jay,13585,0.97
2444,oothsmay,jay,14148,0.93
2445,earbynay,jay,13820,0.95
2446,eerpay,nay,14738,0.89
2447,esignerday,nay,14210,0.92
2448,ersonnelpay,nay,14095,0.93
2449,apeshay,vay,13859,0.94
2450,educatoray,nay,15447,0.85
2451,elativeray,nay,13541,0.97
2452,immigrationay,nay,14526,0.90
2453,eltbay,nay,13826,0.94
2454,easpoontay,nay,15767,0.83
2455,irthdaybay,nay,13757,0.95
2456,implicationay,nay,14791,0.88
2457,erfectlypay,ray,13671,0.95
2458,oastcay,nay,13515,0.96
2459,upportersay,nay,13970,0.93
2460,accompanyay,vay,13666,0.95
2461,ilversay,nay,14033,0.92
2462,eenagertay,nay,13615,0.95
2463,ecognitionray,nay,14249,0.91
2464,etirementray,nay,13964,0.93
2465,agflay,nay,13655,0.95
2466,ecoveryray,nay,13703,0.95
2467,isperwhay,vay,15383,0.84
2468,atchay,nay,13996,0.93
2469,entlemangay,nay,14648,0.88
2470,orncay,nay,13739,0.94
2471,oonmay,nay,13959,0.92
2472,inneray,jay,13545,0.95
2473,uniorjay,jay,13797,0.93
2474,atherray,cay,13611,0.95
2475,oatthray,nay,14681,0.88
2476,alarysay,nay,13885,0.93
2477,ingsay,vay,14317,0.90
2478,observeray,nay,13806,0.93
2479,ueday,jay,13252,0.97
2480,aightstray,jay,13474,0.96
2481,ublicationpay,nay,14045,0.92
2482,ettypray,jay,13951,0.92
2483,opcray,nay,13733,0.94
2484,igday,vay,13633,0.94
2485,ikestray,nay,13686,0.94
2486,ermanentpay,jay,13390,0.96
2487,antplay,vay,13526,0.95
2488,enomenonphay,nay,14087,0.91
2489,anxietyay,nay,14088,0.91
2490,unlikeay,iay,13248,0.97
2491,etay,jay,13963,0.92
2492,iterallylay,ray,13425,0.95
2493,esistray,vay,13330,0.96
2494,onventioncay,nay,14497,0.88
2495,embraceay,vay,13183,0.97
2496,upplysay,vay,13399,0.95
2497,assistay,vay,13748,0.93
2498,exhibitionay,nay,13987,0.91
2499,onstructcay,vay,14234,0.89
2500,iewervay,nay,13479,0.94
2501,anpay,nay,14148,0.90
2502,onsultantcay,nay,13646,0.93
2503,oonsay,cay,13547,0.94
2504,inelay,vay,13373,0.95
2505,administratoray,nay,14058,0.90
2506,ateday,vay,13231,0.96
2507,occasionallyay,ray,13321,0.95
2508,ayormay,nay,13903,0.91
2509,onsiderationcay,nay,14047,0.90
2510,EOCAY,nay,13956,0.91
2511,ecuresay,vay,13181,0.96
2512,inkpay,jay,13849,0.91
2513,okesmay,vay,13438,0.94
2514,estimateay,nay,13718,0.92
2515,uckbay,nay,13693,0.92
2516,istorichay,jay,13507,0.94
2517,oempay,nay,13702,0.92
2518,andmothergray,nay,13670,0.92
2519,indbay,vay,13109,0.96
2520,ifthfay,may,13150,0.96
2521,onstantlycay,ray,13033,0.97
2522,enterpriseay,nay,13542,0.93
2523,avorfay,vay,13235,0.95
2524,estingtay,nay,13725,0.92
2525,omachstay,nay,13845,0.91
2526,apparentay,jay,13434,0.93
2527,eighay,vay,13051,0.96
2528,installay,vay,13584,0.92
2529,ensitivesay,jay,13115,0.96
2530,uggestionsay,nay,13145,0.95
2531,ailmay,nay,13024,0.96
2532,eciperay,nay,13840,0.90
2533,easonableray,jay,13130,0.95
2534,eparationpray,nay,13553,0.92
2535,oodenay,jay,13518,0.92
2536,elementaryay,jay,13831,0.90
2537,oncertcay,nay,13270,0.94
2538,aggressiveay,jay,13191,0.95
2539,alsefay,jay,12871,0.97
2540,intentionay,nay,13207,0.94
2541,annelchay,nay,12975,0.96
2542,extremeay,jay,13064,0.95
2543,ubetay,nay,13364,0.93
2544,awingdray,nay,13377,0.93
2545,oteinpray,nay,14036,0.89
2546,itquay,vay,13045,0.95
2547,absenceay,nay,13597,0.92
2548,ollray,nay,13053,0.95
2549,Atinlay,jay,13797,0.90
2550,apidlyray,ray,13066,0.95
2551,ailjay,nay,13324,0.93
2552,ommentcay,vay,12930,0.96
2553,iversityday,nay,13872,0.89
2554,onesthay,jay,12916,0.96
2555,Alestinianpay,jay,14008,0.88
2556,acepay,nay,12891,0.96
2557,employmentay,nay,13673,0.90
2558,eakerspay,nay,12889,0.96
2559,impressionay,nay,12746,0.97
2560,essayay,nay,13802,0.89
2561,espondentray,nay,15057,0.82
2562,iantgay,jay,12963,0.95
2563,akecay,nay,13336,0.92
2564,istorianhay,nay,13437,0.92
2565,egotiatenay,vay,13043,0.94
2566,estoreray,vay,12814,0.96
2567,ubstantialsay,jay,13376,0.92
2568,oppay,vay,13123,0.93
2569,articularpay,ray,13259,0.92
2570,ecialistspay,nay,13041,0.94
2571,originay,nay,13654,0.90
2572,approvalay,nay,12795,0.96
2573,inemay,nay,12824,0.95
2574,ietlyquay,ray,13503,0.91
2575,adviseay,vay,12709,0.96
2576,onventionalcay,jay,13209,0.93
2577,opdray,nay,12757,0.96
2578,ountcay,nay,13007,0.94
2579,epthday,nay,12927,0.95
2580,ealthay,nay,12886,0.95
2581,isabilityday,nay,14197,0.86
2582,ellshay,nay,12957,0.94
2583,eneralgay,ray,13256,0.92
2584,iticizecray,vay,12906,0.94
2585,astfay,jay,12738,0.96
2586,ofessionalpray,nay,13402,0.91
2587,effectivelyay,ray,13277,0.92
2588,iologicalbay,jay,13233,0.92
2589,ackpay,nay,13238,0.92
2590,onionay,nay,13769,0.88
2591,eputyday,nay,12972,0.94
2592,atflay,jay,12899,0.94
2593,andbray,nay,13103,0.93
2594,assureay,vay,12542,0.97
2595,admay,jay,12903,0.94
2596,awarday,nay,12874,0.94
2597,iteriacray,nay,14160,0.86
2598,ealerday,nay,12999,0.93
2599,iavay,iay,13064,0.93
2600,alternativeay,jay,13289,0.91
2601,utilityay,nay,13150,0.92
2602,eciselypray,ray,12878,0.94
2603,ariseay,vay,13351,0.91
2604,armeday,jay,12966,0.93
2605,everthelessnay,ray,13190,0.92
2606,ighayhay,nay,12649,0.96
2607,inicalclay,jay,13593,0.89
2608,outineray,nay,12576,0.96
2609,eduleschay,vay,12881,0.94
2610,ageay,nay,13033,0.93
2611,ormallynay,ray,12402,0.97
2612,asephray,nay,12558,0.96
2613,ingredientay,nay,13382,0.90
2614,akestay,nay,12603,0.96
2615,Uslimmay,jay,13147,0.92
2616,eamdray,vay,12887,0.93
2617,iberfay,nay,13606,0.88
2618,activistay,nay,12737,0.94
2619,Islamicay,jay,13323,0.90
2620,apsnay,vay,13362,0.90
2621,errorismtay,nay,13806,0.87
2622,efugeeray,nay,13010,0.92
2623,incorporateay,vay,13310,0.90
2624,iphay,nay,12863,0.93
2625,ultimateay,jay,12542,0.95
2626,itchsay,vay,12508,0.95
2627,orporationcay,nay,12612,0.95
2628,aluablevay,jay,12628,0.94
2629,assumptionay,nay,13434,0.89
2630,eargay,nay,12872,0.93
2631,aduategray,vay,12480,0.95
2632,arrierbay,nay,12772,0.93
2633,inormay,jay,12346,0.96
2634,ovisionpray,nay,13256,0.90
2635,illerkay,nay,12631,0.94
2636,assignay,vay,12836,0.93
2637,anggay,nay,12662,0.94
2638,evelopingday,jay,13171,0.90
2639,assicclay,jay,12610,0.94
2640,emicalchay,nay,12673,0.94
2641,aveay,vay,13567,0.87
2642,abellay,nay,12497,0.95
2643,eentay,nay,12663,0.94
2644,indexay,nay,12751,0.93
2645,acationvay,nay,12424,0.95
2646,advocateay,nay,12565,0.94
2647,aftdray,nay,12684,0.93
2648,extraordinaryay,jay,12356,0.96
2649,eavenhay,nay,12461,0.95
2650,oughray,jay,12365,0.96
2651,ellyay,vay,13131,0.90
2652,egnantpray,jay,12329,0.96
2653,istantday,jay,12542,0.94
2654,amadray,nay,12393,0.95
2655,atellitesay,nay,12438,0.94
2656,ersonallypay,ray,12317,0.95
2657,onderay,nay,12265,0.96
2658,ockclay,nay,12395,0.95
2659,ocolatechay,nay,12682,0.92
2660,Italianay,jay,12384,0.95
2661,Anadiancay,jay,12820,0.91
2662,eilingcay,nay,12668,0.92
2663,eepsay,vay,12431,0.94
2664,advertisingay,nay,12601,0.93
2665,universalay,jay,12590,0.93
2666,inspay,vay,12673,0.92
2667,ousehay,vay,12268,0.95
2668,uttonbay,nay,12552,0.93
2669,ellbay,nay,12421,0.94
2670,ankray,nay,12236,0.95
2671,arknessday,nay,13275,0.88
2672,aheaday,iay,12125,0.96
2673,othingclay,nay,12078,0.96
2674,upersay,jay,12586,0.92
2675,ieldyay,vay,12634,0.92
2676,encefay,nay,12390,0.94
2677,ortraitpay,nay,12340,0.94
2678,aintpay,nay,12673,0.91
2679,urvivalsay,nay,12335,0.94
2680,oughlyray,ray,12200,0.95
2681,awsuitlay,nay,12656,0.91
2682,ottombay,jay,12169,0.95
2683,estimonytay,nay,12679,0.91
2684,unchbay,nay,12225,0.95
2685,eatbay,nay,13118,0.88
2686,inday,vay,12054,0.96
2687,oundfay,vay,12376,0.93
2688,urdenbay,nay,12054,0.96
2689,eactray,vay,11874,0.97
2690,amberchay,nay,12034,0.96
2691,urniturefay,nay,12461,0.92
2692,ooperationcay,nay,12833,0.90
2693,ingstray,nay,11974,0.96
2694,eremonycay,nay,11923,0.97
2695,ommunicatecay,vay,12179,0.95
2696,astetay,vay,12397,0.93
2697,eekchay,nay,13411,0.86
2698,ostlay,jay,11886,0.97
2699,ofilepray,nay,12089,0.95
2700,echanismmay,nay,12948,0.89
2701,isagreeday,vay,12280,0.93
2702,ikelay,ray,13238,0.87
2703,enaltypay,nay,12310,0.93
2704,atchmay,nay,12025,0.95
2705,ieay,ray,13724,0.83
2706,advanceay,vay,12056,0.95
2707,esortray,nay,12379,0.92
2708,estructionday,nay,12356,0.92
2709,earbay,nay,12194,0.94
2710,unlikelyay,jay,11869,0.96
2711,issuetay,nay,12342,0.92
2712,onstitutionalcay,jay,12567,0.91
2713,antpay,nay,12457,0.91
2714,angerstray,nay,12261,0.93
2715,infectionay,nay,12402,0.92
2716,abinetcay,nay,11846,0.96
2717,okenbray,jay,12097,0.94
2718,appleay,nay,12172,0.93
2719,electricay,jay,12007,0.95
2720,oceedpray,vay,11808,0.96
2721,acktray,vay,11773,0.96
2722,etbay,vay,12079,0.94
2723,iterarylay,jay,12801,0.88
2724,irusvay,nay,12106,0.93
2725,upidstay,jay,12467,0.91
2726,isputeday,nay,12203,0.93
2727,ortunefay,nay,11815,0.96
2728,ategicstray,jay,12347,0.92
2729,assistantay,nay,11828,0.96
2730,overcomeay,vay,11801,0.96
2731,emarkableray,jay,11683,0.96
2732,occupyay,vay,11756,0.96
2733,atisticsstay,nay,12086,0.93
2734,oppingshay,nay,11957,0.94
2735,ousincay,nay,12155,0.93
2736,encounteray,vay,11974,0.94
2737,ipeay,vay,12435,0.91
2738,initiallyay,ray,12022,0.94
2739,indblay,jay,12005,0.94
2740,itewhay,nay,11815,0.95
2741,ortpay,nay,11893,0.95
2742,onorhay,vay,11653,0.96
2743,electricityay,nay,11954,0.94
2744,eneticgay,jay,12069,0.93
2745,adviseray,nay,12112,0.93
2746,aypay,nay,11883,0.94
2747,okesmanspay,nay,12689,0.88
2748,etainray,vay,12041,0.93
2749,atterlay,day,12527,0.89
2750,incentiveay,nay,12105,0.92
2751,aveslay,nay,11863,0.94
2752,emicalchay,jay,12006,0.93
2753,anslatetray,vay,11722,0.95
2754,accurateay,jay,11842,0.94
2755,ereaswhay,cay,12668,0.88
2756,errortay,nay,12342,0.90
2757,oughthay,ray,12073,0.92
2758,expansionay,nay,12054,0.92
2759,eliteay,nay,12329,0.90
2760,Olympicay,jay,13072,0.85
2761,irtday,nay,12063,0.92
2762,odday,jay,11849,0.94
2763,iceray,nay,11944,0.93
2764,ulletbay,nay,11706,0.95
2765,ighttay,jay,11641,0.95
2766,Iblebay,nay,11539,0.96
2767,artchay,nay,11861,0.93
2768,olarsay,jay,12121,0.91
2769,eclineday,nay,11956,0.92
2770,onservativecay,nay,11941,0.92
2771,ocesspray,vay,11940,0.92
2772,aresquay,jay,11630,0.95
2773,ickstay,nay,11795,0.94
2774,oncentrationcay,nay,12146,0.91
2775,omplicatedcay,jay,11306,0.98
2776,entlygay,ray,12233,0.90
2777,ampionchay,nay,12247,0.90
2778,enarioscay,nay,11747,0.94
2779,elescopetay,nay,12754,0.86
2780,eflectionray,nay,11882,0.93
2781,evolutionray,nay,11800,0.93
2782,ipstray,nay,11543,0.95
2783,interpretay,vay,12321,0.89
2784,iendlyfray,jay,11360,0.97
2785,ournamenttay,nay,12684,0.87
2786,ictionfay,nay,11701,0.94
2787,etectday,vay,11776,0.93
2788,alancebay,vay,11536,0.95
2789,ikelylay,ray,11551,0.95
2790,emendoustray,jay,11678,0.94
2791,ifetimelay,nay,11293,0.97
2792,ecommendationray,nay,11824,0.93
2793,owflay,vay,11365,0.96
2794,enatorsay,nay,12091,0.91
2795,arketmay,vay,11650,0.94
2796,untinghay,nay,12100,0.90
2797,aladsay,nay,12103,0.90
2798,uaranteegay,vay,11430,0.96
2799,innocentay,jay,11530,0.95
2800,oundarybay,nay,12082,0.90
2801,ausepay,vay,12583,0.87
2802,emoteray,jay,11346,0.96
2803,atisfactionsay,nay,12237,0.89
2804,ournaljay,nay,11849,0.92
2805,enchbay,nay,11666,0.93
2806,overlay,nay,11499,0.95
2807,awray,jay,11310,0.96
2808,awarenessay,nay,12013,0.91
2809,urprisingsay,jay,11327,0.96
2810,ithdraway,vay,11352,0.96
2811,eneralgay,nay,11344,0.96
2812,eckday,nay,11830,0.92
2813,imilarlysay,ray,12180,0.89
2814,ewlynay,ray,11388,0.95
2815,olepay,nay,11446,0.95
2816,estifytay,vay,11843,0.91
2817,odemay,nay,12107,0.89
2818,ialogueday,nay,11706,0.92
2819,implyay,vay,12061,0.90
2820,aturallynay,ray,11304,0.96
2821,utualmay,jay,11566,0.93
2822,ounderfay,nay,11570,0.93
2823,optay,iay,11397,0.95
2824,advanceday,jay,11626,0.93
2825,idepray,nay,11107,0.97
2826,ismissday,vay,11160,0.97
2827,aircraftay,nay,11591,0.93
2828,eliveryday,nay,11323,0.95
2829,ainlymay,ray,11367,0.95
2830,akebay,vay,12253,0.88
2831,eezefray,vay,11596,0.93
2832,atformplay,nay,11209,0.96
2833,inancefay,nay,11501,0.94
2834,inksay,vay,11592,0.93
2835,attractiveay,jay,11119,0.97
2836,espectray,vay,11083,0.97
2837,iverseday,jay,12015,0.89
2838,elevantray,jay,12212,0.88
2839,idealay,jay,11609,0.92
2840,oyjay,nay,11171,0.96
2841,orthay,nay,11237,0.95
2842,egularlyray,ray,11329,0.95
2843,orkingay,jay,11200,0.96
2844,ingersay,nay,11277,0.95
2845,evolveay,vay,11442,0.93
2846,ootingshay,nay,11633,0.92
2847,artlypay,ray,11132,0.96
2848,unknownay,jay,11095,0.96
2849,assistantay,jay,11391,0.94
2850,offenseay,nay,11680,0.91
2851,ountercay,nay,11676,0.91
2852,ADNAY,nay,11580,0.92
2853,ellsmay,nay,12123,0.88
2854,otentiallypay,ray,11387,0.94
2855,ansfertray,nay,11830,0.90
2856,irtythay,may,11637,0.92
2857,ustifyjay,vay,11409,0.93
2858,otestpray,nay,11181,0.95
2859,ashcray,nay,11250,0.94
2860,aftcray,nay,11559,0.92
2861,eatytray,nay,11689,0.91
2862,erroristtay,nay,12169,0.87
2863,insightay,nay,11591,0.92
2864,ossesspay,vay,11474,0.93
2865,oliticallypay,ray,11324,0.94
2866,aptay,vay,11279,0.94
2867,ielay,nay,11199,0.95
2868,extensiveay,jay,11580,0.92
2869,episodeay,nay,11070,0.96
2870,oubleday,vay,11195,0.95
2871,imsay,vay,11342,0.93
2872,iretay,vay,11494,0.92
2873,aultfay,nay,11116,0.95
2874,ooselay,jay,11299,0.94
2875,eefray,vay,10898,0.97
2876,ortlyshay,ray,10864,0.97
2877,originallyay,ray,10995,0.96
2878,onsiderablecay,jay,11544,0.91
2879,iorpray,iay,11746,0.90
2880,intellectualay,jay,11842,0.89
2881,ixmay,nay,11247,0.94
2882,assaultay,nay,11039,0.95
2883,elaxray,vay,11202,0.94
2884,airstay,nay,12171,0.86
2885,adventureay,nay,11031,0.95
2886,externalay,jay,12260,0.86
2887,oofpray,nay,10775,0.97
2888,onfidentcay,jay,10831,0.97
2889,eadquartershay,nay,11135,0.94
2890,uddensay,jay,11370,0.92
2891,irtyday,jay,11112,0.94
2892,iolationvay,nay,11154,0.94
2893,onguetay,nay,11674,0.89
2894,icenselay,nay,10943,0.95
2895,oldhay,nay,10984,0.95
2896,eltershay,nay,10891,0.96
2897,ubray,vay,11695,0.89
2898,ontroversycay,nay,11054,0.94
2899,entranceay,nay,11121,0.94
2900,avoritefay,nay,11134,0.94
2901,acticepray,vay,10858,0.96
2902,operlypray,ray,10783,0.97
2903,adefay,vay,11373,0.92
2904,efensiveday,jay,11442,0.91
2905,agedytray,nay,11039,0.94
2906,etnay,nay,10918,0.95
2907,aracterizechay,vay,11799,0.88
2908,uneralfay,nay,11086,0.94
2909,ofessionpray,nay,11469,0.91
2910,alteray,vay,11106,0.94
2911,otspay,vay,11143,0.93
2912,onstitutecay,vay,11945,0.87
2913,establishmentay,nay,11355,0.91
2914,eezesquay,vay,11280,0.92
2915,imaginationay,nay,10913,0.95
2916,argettay,vay,10960,0.95
2917,askmay,nay,11196,0.93
2918,onvertcay,vay,10990,0.94
2919,omprehensivecay,jay,11602,0.89
2920,ominentpray,jay,10948,0.95
2921,esentationpray,nay,11372,0.91
2922,egardlessray,ray,11042,0.94
2923,easyay,ray,10790,0.96
2924,oadlay,vay,10736,0.96
2925,ablestay,jay,10964,0.94
2926,introductionay,nay,11483,0.90
2927,appealay,vay,10745,0.96
2928,etendpray,vay,11330,0.91
2929,otnay,cay,11295,0.91
2930,elderlyay,jay,10976,0.94
2931,epresentationray,nay,12063,0.85
2932,eerday,nay,11665,0.88
2933,itsplay,vay,10593,0.97
2934,iolatevay,vay,10822,0.95
2935,artnershippay,nay,11115,0.92
2936,ollutionpay,nay,11396,0.90
2937,emissionay,nay,11688,0.88
2938,eadystay,jay,10715,0.96
2939,italvay,jay,10866,0.94
2940,eithernay,day,10587,0.97
2941,atefay,nay,10521,0.97
2942,earningsay,nay,11324,0.90
2943,ovenay,nay,11454,0.89
2944,istinctionday,nay,11383,0.90
2945,egmentsay,nay,10850,0.94
2946,owherenay,ray,10658,0.96
2947,oetpay,nay,10840,0.94
2948,eremay,jay,10778,0.95
2949,excitingay,jay,10595,0.96
2950,ariationvay,nay,11403,0.89
2951,omfortcay,nay,10674,0.95
2952,adicalray,jay,10924,0.93
2953,essstray,vay,10951,0.93
2954,adaptay,vay,10987,0.93
2955,Irishay,jay,10833,0.94
2956,oneyhay,nay,11009,0.92
2957,orrespondentcay,nay,12008,0.85
2958,alepay,jay,11598,0.88
2959,usicianmay,nay,10580,0.96
2960,ignificancesay,nay,11520,0.88
2961,oadlay,nay,10869,0.93
2962,oundray,jay,10771,0.94
2963,esselvay,nay,10920,0.93
2964,oragestay,nay,10893,0.93
2965,eeflay,vay,10508,0.96
2966,mmay-hmmay,uay,13755,0.73
2967,eatherlay,nay,11155,0.91
2968,istributeday,vay,10747,0.94
2969,evolutionay,nay,11066,0.91
2970,illay,jay,10446,0.97
2971,ibetray,nay,10855,0.93
2972,elfshay,nay,10741,0.94
2973,ancay,nay,10718,0.94
2974,andfathergray,nay,11003,0.91
2975,awnlay,nay,10815,0.93
2976,uyerbay,nay,10953,0.92
2977,iningday,nay,10843,0.92
2978,isdomay,nay,10561,0.95
2979,ouncilcay,nay,10695,0.94
2980,ulnerablevay,jay,10397,0.96
2981,instanceay,nay,10885,0.92
2982,arlicgay,nay,11449,0.87
2983,apabilitycay,nay,10906,0.92
2984,oetrypay,nay,10671,0.94
2985,elebritycay,nay,10756,0.93
2986,aduallygray,ray,10537,0.95
2987,abilitystay,nay,10901,0.91
2988,oubtday,vay,10352,0.96
2989,antasyfay,nay,10448,0.95
2990,aredscay,jay,10752,0.93
2991,uidegay,vay,10524,0.94
2992,otplay,nay,10484,0.95
2993,ameworkfray,nay,11710,0.85
2994,esturegay,nay,10739,0.92
2995,ependingday,iay,10461,0.95
2996,ongoingay,jay,10721,0.92
2997,ychologypsay,nay,11316,0.88
2998,incesay,ray,10334,0.96
2999,ounselorcay,nay,12170,0.81
3000,itnessay,vay,10178,0.97
3001,apterchay,nay,10579,0.94
3002,ellowfay,nay,10339,0.96
3003,ivorceday,nay,10322,0.96
3004,oweay,vay,10141,0.97
3005,ipepay,nay,10432,0.95
3006,athleticay,jay,10803,0.91
3007,ightslay,jay,10500,0.94
3008,athmay,nay,10430,0.94
3009,adeshay,nay,10677,0.92
3010,ailtay,nay,10663,0.92
3011,ustainsay,vay,10550,0.93
3012,ountmay,vay,10303,0.96
3013,obligationay,nay,10538,0.93
3014,angleay,nay,10456,0.94
3015,almpay,nay,11014,0.89
3016,ifferday,vay,11222,0.88
3017,ustomcay,nay,10408,0.94
3018,orestay,vay,10446,0.94
3019,economistay,nay,10625,0.92
3020,ifteenfay,may,10739,0.91
3021,oupsay,nay,10571,0.93
3022,elebrationcay,nay,10209,0.96
3023,efficientay,jay,10452,0.94
3024,amageday,vay,10163,0.96
3025,ompositioncay,nay,10961,0.89
3026,atisfysay,vay,10194,0.96
3027,ilepay,nay,10594,0.92
3028,ieflybray,ray,10125,0.97
3029,arboncay,nay,10799,0.90
3030,oserclay,jay,9976,0.98
3031,onsumecay,vay,10308,0.95
3032,emeschay,nay,10428,0.93
3033,ackcray,nay,10330,0.94
3034,equencyfray,nay,11284,0.86
3035,obaccotay,nay,10600,0.92
3036,urvivorsay,nay,10317,0.94
3037,esidesbay,ray,10537,0.92
3038,inay,cay,9996,0.97
3039,ychologistpsay,nay,10698,0.91
3040,ealthyay,jay,10054,0.96
3041,alaxygay,nay,11159,0.87
3042,ivengay,jay,10622,0.91
3043,undfay,vay,10218,0.95
3044,iskay,nay,11656,0.83
3045,imitationlay,nay,11038,0.88
3046,OKay,jay,10733,0.90
3047,acetray,vay,10033,0.96
3048,appointmentay,nay,9993,0.97
3049,eferencepray,nay,10833,0.89
3050,etermay,nay,10246,0.94
3051,explosionay,nay,10148,0.95
3052,arrestay,nay,10250,0.94
3053,ubliclypay,ray,10169,0.95
3054,incredibleay,jay,10342,0.93
3055,ighterfay,nay,10306,0.94
3056,apidray,jay,10427,0.92
3057,admissionay,nay,10356,0.93
3058,unterhay,nay,10839,0.89
3059,educateay,vay,10171,0.95
3060,ainfulpay,jay,9896,0.97
3061,iendshipfray,nay,10130,0.95
3062,aideay,nay,10335,0.93
3063,infantay,nay,10205,0.94
3064,alculatecay,vay,10485,0.92
3065,iftyfay,may,10524,0.91
3066,idray,vay,10104,0.95
3067,orchpay,nay,10894,0.88
3068,endencytay,nay,10642,0.90
3069,uniformay,nay,10193,0.94
3070,ormationfay,nay,10553,0.91
3071,olarshipschay,nay,10305,0.93
3072,eservationray,nay,10215,0.94
3073,efficiencyay,nay,10579,0.91
3074,asteay,vay,9956,0.96
3075,alifyquay,vay,10090,0.95
3076,allmay,nay,10189,0.94
3077,eriveday,vay,10913,0.87
3078,andalscay,nay,10403,0.92
3079,PCAY,nay,11072,0.86
3080,elpfulhay,jay,10120,0.94
3081,impressay,vay,9896,0.96
3082,eelhay,nay,10288,0.93
3083,esembleray,vay,10050,0.95
3084,ivacypray,nay,9956,0.96
3085,abricfay,nay,10320,0.92
3086,urprisesay,vay,10023,0.95
3087,ontestcay,nay,10002,0.95
3088,oportionpray,nay,10521,0.90
3089,uidelinegay,nay,10303,0.92
3090,ifleray,nay,10204,0.93
3091,aintenancemay,nay,10167,0.93
3092,onvictioncay,nay,9834,0.96
3093,icktray,nay,10041,0.94
3094,organicay,jay,10572,0.89
3095,enttay,nay,10110,0.94
3096,examinationay,nay,10722,0.88
3097,ublisherpay,nay,10282,0.92
3098,engthenstray,vay,10159,0.93
3099,Enchfray,nay,9845,0.96
3100,oposedpray,jay,10288,0.92
3101,ythmay,nay,10161,0.93
3102,ophisticatedsay,jay,9886,0.95
3103,owcay,nay,10032,0.94
3104,etcay,ray,10112,0.93
3105,andingstay,nay,9691,0.97
3106,asleepay,jay,10684,0.88
3107,ennistay,nay,9985,0.94
3108,ervenay,nay,9933,0.94
3109,arrelbay,nay,9951,0.94
3110,ombingbay,nay,10462,0.90
3111,embershipmay,nay,10273,0.91
3112,atioray,nay,10457,0.90
3113,enumay,nay,10238,0.91
3114,urchasepay,nay,10001,0.94
3115,ontroversialcay,jay,9918,0.94
3116,esperateday,jay,9795,0.96
3117,ateray,vay,10244,0.91
3118,ifestylelay,nay,9904,0.94
3119,umorhay,nay,9654,0.97
3120,oudlay,jay,10324,0.90
3121,oveglay,nay,10218,0.91
3122,uspectsay,nay,10204,0.91
3123,ufficientsay,jay,10275,0.91
3124,arrativenay,nay,10954,0.85
3125,otographerphay,nay,9739,0.96
3126,elicopterhay,nay,9986,0.93
3127,Atholiccay,nay,9955,0.94
3128,odestmay,jay,9746,0.96
3129,oviderpray,nay,10196,0.91
3130,elayday,nay,9868,0.94
3131,agriculturalay,jay,10535,0.88
3132,explodeay,vay,9821,0.95
3133,okestray,nay,9891,0.94
3134,opescay,nay,10115,0.92
3135,unishmentpay,nay,9986,0.93
3136,andfulhay,nay,9735,0.95
3137,adlybay,ray,9652,0.96
3138,orizonhay,nay,9857,0.94
3139,uriouscay,jay,9738,0.95
3140,owntownday,jay,10172,0.91
3141,irlfriendgay,nay,9832,0.94
3142,omptpray,vay,9741,0.95
3143,equestray,vay,9619,0.96
3144,olesterolchay,nay,10641,0.87
3145,absorbay,vay,9762,0.95
3146,adjustmentay,nay,10309,0.90
3147,axpayertay,nay,10113,0.91
3148,eageray,jay,9627,0.96
3149,incipalpray,nay,9920,0.93
3150,etailedday,jay,10006,0.92
3151,otivationmay,nay,10566,0.87
